Date,State/UnionTerritory,Cured,Deaths,Confirmed,Active_Cases
2020-01-30,Kerala,0,0,1,1
2020-01-31,Kerala,0,0,1,1
2020-02-01,Kerala,0,0,2,2
2020-02-02,Kerala,0,0,3,3
2020-02-03,Kerala,0,0,3,3
2020-02-04,Kerala,0,0,3,3
2020-02-05,Kerala,0,0,3,3
2020-02-06,Kerala,0,0,3,3
2020-02-07,Kerala,0,0,3,3
2020-02-08,Kerala,0,0,3,3
2020-02-09,Kerala,0,0,3,3
2020-02-10,Kerala,0,0,3,3
2020-02-11,Kerala,0,0,3,3
2020-02-12,Kerala,0,0,3,3
2020-02-13,Kerala,0,0,3,3
2020-02-14,Kerala,0,0,3,3
2020-02-15,Kerala,0,0,3,3
2020-02-16,Kerala,0,0,3,3
2020-02-17,Kerala,0,0,3,3
2020-02-18,Kerala,0,0,3,3
2020-02-19,Kerala,0,0,3,3
2020-02-20,Kerala,0,0,3,3
2020-02-21,Kerala,0,0,3,3
2020-02-22,Kerala,0,0,3,3
2020-02-23,Kerala,0,0,3,3
2020-02-24,Kerala,0,0,3,3
2020-02-25,Kerala,0,0,3,3
2020-02-26,Kerala,0,0,3,3
2020-02-27,Kerala,0,0,3,3
2020-02-28,Kerala,0,0,3,3
2020-02-29,Kerala,0,0,3,3
2020-03-01,Kerala,0,0,3,3
2020-03-02,Telangana,0,0,1,1
2020-03-02,Kerala,0,0,3,3
2020-03-02,Delhi,0,0,1,1
2020-03-03,Telangana,0,0,1,1
2020-03-03,Rajasthan,0,0,1,1
2020-03-03,Kerala,3,0,3,0
2020-03-03,Delhi,0,0,1,1
2020-03-04,Uttar Pradesh,0,0,6,6
2020-03-04,Kerala,3,0,3,0
2020-03-04,Haryana,0,0,2,2
2020-03-04,Delhi,0,0,1,1
2020-03-04,Telangana,0,0,1,1
2020-03-04,Rajasthan,0,0,15,15
2020-03-05,Delhi,0,0,2,2
2020-03-05,Haryana,0,0,2,2
2020-03-05,Kerala,3,0,3,0
2020-03-05,Rajasthan,0,0,15,15
2020-03-05,Telangana,0,0,1,1
2020-03-05,Uttar Pradesh,0,0,7,7
2020-03-06,Delhi,0,0,3,3
2020-03-06,Haryana,0,0,2,2
2020-03-06,Kerala,3,0,3,0
2020-03-06,Rajasthan,0,0,15,15
2020-03-06,Uttar Pradesh,0,0,7,7
2020-03-06,Telangana,0,0,1,1
2020-03-07,Kerala,3,0,3,0
2020-03-07,Uttar Pradesh,0,0,7,7
2020-03-07,Ladakh,0,0,2,2
2020-03-07,Telangana,0,0,1,1
2020-03-07,Tamil Nadu,0,0,1,1
2020-03-07,Delhi,0,0,3,3
2020-03-07,Haryana,0,0,2,2
2020-03-07,Rajasthan,0,0,15,15
2020-03-08,Ladakh,0,0,2,2
2020-03-08,Telangana,0,0,1,1
2020-03-08,Tamil Nadu,0,0,1,1
2020-03-08,Rajasthan,0,0,15,15
2020-03-08,Kerala,3,0,8,5
2020-03-08,Haryana,0,0,2,2
2020-03-08,Delhi,0,0,3,3
2020-03-08,Uttar Pradesh,0,0,7,7
2020-03-09,Ladakh,0,0,2,2
2020-03-09,Karnataka,0,0,1,1
2020-03-09,Kerala,3,0,9,6
2020-03-09,Maharashtra,0,0,2,2
2020-03-09,Punjab,0,0,1,1
2020-03-09,Rajasthan,0,0,15,15
2020-03-09,Tamil Nadu,0,0,1,1
2020-03-09,Telangana,0,0,1,1
2020-03-09,Jammu and Kashmir,0,0,1,1
2020-03-09,Uttar Pradesh,0,0,7,7
2020-03-09,Haryana,0,0,2,2
2020-03-09,Delhi,0,0,4,4
2020-03-10,Uttar Pradesh,0,0,7,7
2020-03-10,Ladakh,0,0,2,2
2020-03-10,Delhi,0,0,4,4
2020-03-10,Haryana,0,0,2,2
2020-03-10,Karnataka,0,0,4,4
2020-03-10,Kerala,3,0,15,12
2020-03-10,Maharashtra,0,0,5,5
2020-03-10,Punjab,0,0,1,1
2020-03-10,Rajasthan,0,0,15,15
2020-03-10,Tamil Nadu,0,0,1,1
2020-03-10,Telangana,0,0,1,1
2020-03-10,Jammu and Kashmir,0,0,1,1
2020-03-11,Maharashtra,0,0,2,2
2020-03-11,Delhi,0,0,5,5
2020-03-11,Haryana,0,0,14,14
2020-03-11,Kerala,3,0,17,14
2020-03-11,Rajasthan,0,0,3,3
2020-03-11,Telangana,0,0,1,1
2020-03-11,Uttar Pradesh,0,0,9,9
2020-03-11,Ladakh,0,0,2,2
2020-03-11,Tamil Nadu,0,0,1,1
2020-03-11,Jammu and Kashmir,0,0,1,1
2020-03-11,Punjab,0,0,1,1
2020-03-11,Karnataka,0,0,4,4
2020-03-12,Delhi,0,0,6,6
2020-03-12,Haryana,0,0,14,14
2020-03-12,Kerala,3,0,17,14
2020-03-12,Rajasthan,0,0,3,3
2020-03-12,Telangana,0,0,1,1
2020-03-12,Uttar Pradesh,0,0,11,11
2020-03-12,Ladakh,0,0,3,3
2020-03-12,Tamil Nadu,0,0,1,1
2020-03-12,Jammu and Kashmir,0,0,1,1
2020-03-12,Punjab,0,0,1,1
2020-03-12,Karnataka,0,0,4,4
2020-03-12,Maharashtra,0,0,11,11
2020-03-12,Andhra Pradesh,0,0,1,1
2020-03-13,Delhi,0,0,6,6
2020-03-13,Haryana,0,0,14,14
2020-03-13,Kerala,3,0,19,16
2020-03-13,Rajasthan,0,0,3,3
2020-03-13,Telangana,0,0,1,1
2020-03-13,Uttar Pradesh,0,0,11,11
2020-03-13,Ladakh,0,0,3,3
2020-03-13,Tamil Nadu,0,0,1,1
2020-03-13,Jammu and Kashmir,0,0,1,1
2020-03-13,Punjab,0,0,1,1
2020-03-13,Karnataka,0,1,6,5
2020-03-13,Maharashtra,0,0,14,14
2020-03-13,Andhra Pradesh,0,0,1,1
2020-03-14,Delhi,1,1,7,5
2020-03-14,Haryana,0,0,14,14
2020-03-14,Kerala,3,0,19,16
2020-03-14,Rajasthan,1,0,3,2
2020-03-14,Telangana,0,0,1,1
2020-03-14,Uttar Pradesh,5,0,12,7
2020-03-14,Ladakh,0,0,3,3
2020-03-14,Tamil Nadu,0,0,1,1
2020-03-14,Jammu and Kashmir,0,0,2,2
2020-03-14,Punjab,0,0,1,1
2020-03-14,Karnataka,0,1,6,5
2020-03-14,Maharashtra,0,0,14,14
2020-03-14,Andhra Pradesh,0,0,1,1
2020-03-15,Andhra Pradesh,0,0,1,1
2020-03-15,Delhi,2,1,7,4
2020-03-15,Haryana,0,0,14,14
2020-03-15,Karnataka,0,1,6,5
2020-03-15,Kerala,3,0,22,19
2020-03-15,Maharashtra,0,0,32,32
2020-03-15,Punjab,0,0,1,1
2020-03-15,Rajasthan,3,0,4,1
2020-03-15,Tamil Nadu,0,0,1,1
2020-03-15,Telangana,1,0,3,2
2020-03-15,Jammu and Kashmir,0,0,2,2
2020-03-15,Ladakh,0,0,3,3
2020-03-15,Uttar Pradesh,4,0,13,9
2020-03-15,Uttarakhand,0,0,1,1
2020-03-16,Andhra Pradesh,0,0,1,1
2020-03-16,Delhi,2,1,7,4
2020-03-16,Haryana,0,0,14,14
2020-03-16,Karnataka,0,1,6,5
2020-03-16,Kerala,3,0,23,20
2020-03-16,Maharashtra,0,0,32,32
2020-03-16,Odisha,0,0,1,1
2020-03-16,Punjab,0,0,1,1
2020-03-16,Rajasthan,3,0,4,1
2020-03-16,Tamil Nadu,0,0,1,1
2020-03-16,Telangana,1,0,3,2
2020-03-16,Jammu and Kashmir,0,0,3,3
2020-03-16,Ladakh,0,0,4,4
2020-03-16,Uttar Pradesh,4,0,13,9
2020-03-16,Uttarakhand,0,0,1,1
2020-03-17,Andhra Pradesh,0,0,1,1
2020-03-17,Delhi,2,1,8,5
2020-03-17,Haryana,0,0,15,15
2020-03-17,Karnataka,0,1,11,10
2020-03-17,Kerala,3,0,26,23
2020-03-17,Maharashtra,0,1,39,38
2020-03-17,Odisha,0,0,1,1
2020-03-17,Punjab,0,0,1,1
2020-03-17,Rajasthan,3,0,4,1
2020-03-17,Tamil Nadu,0,0,1,1
2020-03-17,Telangana,1,0,5,4
2020-03-17,Jammu and Kashmir,0,0,3,3
2020-03-17,Ladakh,0,0,6,6
2020-03-17,Uttar Pradesh,5,0,15,10
2020-03-17,Uttarakhand,0,0,1,1
2020-03-18,Andhra Pradesh,0,0,1,1
2020-03-18,Delhi,2,1,10,7
2020-03-18,Haryana,0,0,17,17
2020-03-18,Karnataka,0,1,11,10
2020-03-18,Kerala,3,0,27,24
2020-03-18,Maharashtra,0,1,42,41
2020-03-18,Odisha,0,0,1,1
2020-03-18,Puducherry,0,0,1,1
2020-03-18,Punjab,0,0,1,1
2020-03-18,Rajasthan,3,0,4,1
2020-03-18,Tamil Nadu,0,0,1,1
2020-03-18,Telangana,1,0,6,5
2020-03-18,Jammu and Kashmir,0,0,3,3
2020-03-18,Ladakh,0,0,8,8
2020-03-18,Uttar Pradesh,5,0,16,11
2020-03-18,Uttarakhand,0,0,1,1
2020-03-18,West Bengal,0,0,1,1
2020-03-19,Andhra Pradesh,0,0,2,2
2020-03-19,Chhattisgarh,0,0,1,1
2020-03-19,Delhi,3,1,12,8
2020-03-19,Haryana,0,0,17,17
2020-03-19,Karnataka,0,1,14,13
2020-03-19,Kerala,3,0,27,24
2020-03-19,Maharashtra,0,1,47,46
2020-03-19,Odisha,0,0,1,1
2020-03-19,Puducherry,0,0,1,1
2020-03-19,Punjab,0,1,2,1
2020-03-19,Rajasthan,3,0,7,4
2020-03-19,Tamil Nadu,1,0,2,1
2020-03-19,Telangana,1,0,6,5
2020-03-19,Chandigarh,0,0,1,1
2020-03-19,Jammu and Kashmir,0,0,4,4
2020-03-19,Ladakh,0,0,8,8
2020-03-19,Uttar Pradesh,9,0,19,10
2020-03-19,Uttarakhand,0,0,1,1
2020-03-19,West Bengal,0,0,1,1
2020-03-20,Andhra Pradesh,0,0,3,3
2020-03-20,Chhattisgarh,0,0,1,1
2020-03-20,Delhi,5,1,17,11
2020-03-20,Gujarat,0,0,5,5
2020-03-20,Haryana,0,0,17,17
2020-03-20,Karnataka,1,1,15,13
2020-03-20,Kerala,3,0,28,25
2020-03-20,Maharashtra,0,1,52,51
2020-03-20,Odisha,0,0,2,2
2020-03-20,Puducherry,0,0,1,1
2020-03-20,Punjab,0,1,2,1
2020-03-20,Rajasthan,3,0,17,14
2020-03-20,Tamil Nadu,1,0,3,2
2020-03-20,Telangana,1,0,17,16
2020-03-20,Chandigarh,0,0,1,1
2020-03-20,Jammu and Kashmir,0,0,4,4
2020-03-20,Ladakh,0,0,10,10
2020-03-20,Uttar Pradesh,9,0,23,14
2020-03-20,Uttarakhand,0,0,3,3
2020-03-20,West Bengal,0,0,2,2
2020-03-21,Andhra Pradesh,0,0,3,3
2020-03-21,Chhattisgarh,0,0,1,1
2020-03-21,Delhi,5,1,26,20
2020-03-21,Gujarat,0,0,7,7
2020-03-21,Haryana,0,0,17,17
2020-03-21,Himachal Pradesh,0,0,2,2
2020-03-21,Karnataka,1,1,15,13
2020-03-21,Kerala,3,0,40,37
2020-03-21,Madhya Pradesh,0,0,4,4
2020-03-21,Maharashtra,0,1,63,62
2020-03-21,Odisha,0,0,2,2
2020-03-21,Puducherry,0,0,1,1
2020-03-21,Punjab,0,1,13,12
2020-03-21,Rajasthan,3,0,17,14
2020-03-21,Tamil Nadu,1,0,3,2
2020-03-21,Telangana,1,0,21,20
2020-03-21,Chandigarh,0,0,1,1
2020-03-21,Jammu and Kashmir,0,0,4,4
2020-03-21,Ladakh,0,0,13,13
2020-03-21,Uttar Pradesh,9,0,24,15
2020-03-21,Uttarakhand,0,0,3,3
2020-03-21,West Bengal,0,0,3,3
2020-03-22,Andhra Pradesh,0,0,5,5
2020-03-22,Bihar,0,1,2,1
2020-03-22,Chhattisgarh,0,0,1,1
2020-03-22,Delhi,5,1,29,23
2020-03-22,Gujarat,0,1,18,17
2020-03-22,Haryana,0,0,21,21
2020-03-22,Himachal Pradesh,0,0,2,2
2020-03-22,Karnataka,2,1,26,23
2020-03-22,Kerala,3,0,52,49
2020-03-22,Madhya Pradesh,0,0,4,4
2020-03-22,Maharashtra,0,2,67,65
2020-03-22,Odisha,0,0,2,2
2020-03-22,Puducherry,0,0,1,1
2020-03-22,Punjab,0,1,21,20
2020-03-22,Rajasthan,3,0,24,21
2020-03-22,Tamil Nadu,1,0,7,6
2020-03-22,Telangana,1,0,22,21
2020-03-22,Chandigarh,0,0,5,5
2020-03-22,Jammu and Kashmir,0,0,4,4
2020-03-22,Ladakh,0,0,13,13
2020-03-22,Uttar Pradesh,9,0,27,18
2020-03-22,Uttarakhand,0,0,3,3
2020-03-22,West Bengal,0,0,4,4
2020-03-23,Andhra Pradesh,0,0,7,7
2020-03-23,Bihar,0,1,2,1
2020-03-23,Chhattisgarh,0,0,1,1
2020-03-23,Delhi,5,1,29,23
2020-03-23,Gujarat,0,1,29,28
2020-03-23,Haryana,0,0,26,26
2020-03-23,Himachal Pradesh,0,0,2,2
2020-03-23,Karnataka,2,1,33,30
2020-03-23,Kerala,3,0,67,64
2020-03-23,Madhya Pradesh,0,0,6,6
2020-03-23,Maharashtra,0,2,74,72
2020-03-23,Odisha,0,0,2,2
2020-03-23,Puducherry,0,0,1,1
2020-03-23,Punjab,0,1,21,20
2020-03-23,Rajasthan,3,0,28,25
2020-03-23,Tamil Nadu,1,0,9,8
2020-03-23,Telangana,1,0,32,31
2020-03-23,Chandigarh,0,0,6,6
2020-03-23,Jammu and Kashmir,0,0,4,4
2020-03-23,Ladakh,0,0,13,13
2020-03-23,Uttar Pradesh,9,0,31,22
2020-03-23,Uttarakhand,0,0,3,3
2020-03-23,West Bengal,0,0,7,7
2020-03-24,Andhra Pradesh,0,0,8,8
2020-03-24,Bihar,0,1,3,2
2020-03-24,Chhattisgarh,0,0,1,1
2020-03-24,Delhi,6,1,30,23
2020-03-24,Gujarat,0,1,33,32
2020-03-24,Haryana,11,0,28,17
2020-03-24,Himachal Pradesh,0,1,3,2
2020-03-24,Karnataka,3,1,37,33
2020-03-24,Kerala,4,0,95,91
2020-03-24,Madhya Pradesh,0,0,7,7
2020-03-24,Maharashtra,0,2,89,87
2020-03-24,Manipur,0,0,1,1
2020-03-24,Odisha,0,0,2,2
2020-03-24,Puducherry,0,0,1,1
2020-03-24,Punjab,0,1,29,28
2020-03-24,Rajasthan,3,0,32,29
2020-03-24,Tamil Nadu,1,0,15,14
2020-03-24,Telangana,1,0,35,34
2020-03-24,Chandigarh,0,0,7,7
2020-03-24,Jammu and Kashmir,0,0,4,4
2020-03-24,Ladakh,0,0,13,13
2020-03-24,Uttar Pradesh,11,0,33,22
2020-03-24,Uttarakhand,0,0,4,4
2020-03-24,West Bengal,0,1,9,8
2020-03-25,Andhra Pradesh,1,0,9,8
2020-03-25,Bihar,0,1,4,3
2020-03-25,Chhattisgarh,0,0,1,1
2020-03-25,Delhi,6,1,31,24
2020-03-25,Gujarat,0,1,38,37
2020-03-25,Haryana,11,0,28,17
2020-03-25,Himachal Pradesh,0,1,3,2
2020-03-25,Karnataka,3,1,41,37
2020-03-25,Kerala,4,0,109,105
2020-03-25,Madhya Pradesh,0,0,14,14
2020-03-25,Maharashtra,1,3,128,124
2020-03-25,Manipur,0,0,1,1
2020-03-25,Mizoram,0,0,1,1
2020-03-25,Odisha,0,0,2,2
2020-03-25,Puducherry,0,0,1,1
2020-03-25,Punjab,0,1,29,28
2020-03-25,Rajasthan,3,0,36,33
2020-03-25,Tamil Nadu,1,0,18,17
2020-03-25,Telangana,1,0,35,34
2020-03-25,Chandigarh,0,0,7,7
2020-03-25,Jammu and Kashmir,1,0,7,6
2020-03-25,Ladakh,0,0,13,13
2020-03-25,Uttar Pradesh,11,0,37,26
2020-03-25,Uttarakhand,0,0,4,4
2020-03-25,West Bengal,0,1,9,8
2020-03-26,Andaman and Nicobar Islands,0,0,1,1
2020-03-26,Andhra Pradesh,1,0,11,10
2020-03-26,Bihar,0,1,6,5
2020-03-26,Chandigarh,0,0,7,7
2020-03-26,Chhattisgarh,0,0,6,6
2020-03-26,Delhi,6,1,36,29
2020-03-26,Goa,0,0,3,3
2020-03-26,Gujarat,0,3,43,40
2020-03-26,Haryana,11,0,30,19
2020-03-26,Himachal Pradesh,0,1,3,2
2020-03-26,Jammu and Kashmir,1,0,13,12
2020-03-26,Karnataka,3,2,55,50
2020-03-26,Kerala,6,0,118,112
2020-03-26,Ladakh,0,0,13,13
2020-03-26,Madhya Pradesh,0,1,20,19
2020-03-26,Maharashtra,1,3,124,120
2020-03-26,Manipur,0,0,1,1
2020-03-26,Mizoram,0,0,1,1
2020-03-26,Odisha,0,0,2,2
2020-03-26,Puducherry,0,0,1,1
2020-03-26,Punjab,0,1,33,32
2020-03-26,Rajasthan,3,0,41,38
2020-03-26,Tamil Nadu,1,1,26,24
2020-03-26,Telangana,1,0,44,43
2020-03-26,Uttarakhand,0,0,5,5
2020-03-26,Uttar Pradesh,11,0,41,30
2020-03-26,West Bengal,0,1,10,9
2020-03-27,Andaman and Nicobar Islands,0,0,1,1
2020-03-27,Andhra Pradesh,1,0,12,11
2020-03-27,Bihar,0,1,6,5
2020-03-27,Chandigarh,0,0,7,7
2020-03-27,Chhattisgarh,0,0,6,6
2020-03-27,Delhi,6,1,36,29
2020-03-27,Goa,0,0,3,3
2020-03-27,Gujarat,0,3,43,40
2020-03-27,Haryana,11,0,30,19
2020-03-27,Himachal Pradesh,0,1,3,2
2020-03-27,Jammu and Kashmir,1,1,13,11
2020-03-27,Karnataka,3,2,55,50
2020-03-27,Kerala,11,0,137,126
2020-03-27,Ladakh,3,0,13,10
2020-03-27,Madhya Pradesh,0,1,20,19
2020-03-27,Maharashtra,15,4,130,111
2020-03-27,Manipur,0,0,1,1
2020-03-27,Mizoram,0,0,1,1
2020-03-27,Odisha,0,0,2,2
2020-03-27,Puducherry,0,0,1,1
2020-03-27,Punjab,0,1,33,32
2020-03-27,Rajasthan,3,0,41,38
2020-03-27,Tamil Nadu,1,1,29,27
2020-03-27,Telangana,1,0,45,44
2020-03-27,Uttarakhand,0,0,5,5
2020-03-27,Uttar Pradesh,11,0,41,30
2020-03-27,West Bengal,0,1,10,9
2020-03-28,Andhra Pradesh,1,0,14,13
2020-03-28,Andaman and Nicobar Islands,0,0,6,6
2020-03-28,Bihar,0,1,9,8
2020-03-28,Chandigarh,0,0,8,8
2020-03-28,Chhattisgarh,0,0,6,6
2020-03-28,Delhi,6,1,39,32
2020-03-28,Goa,0,0,3,3
2020-03-28,Gujarat,0,3,45,42
2020-03-28,Haryana,12,0,33,21
2020-03-28,Himachal Pradesh,0,1,3,2
2020-03-28,Jammu and Kashmir,1,1,20,18
2020-03-28,Karnataka,3,2,55,50
2020-03-28,Kerala,11,0,176,165
2020-03-28,Ladakh,3,0,13,10
2020-03-28,Madhya Pradesh,0,2,30,28
2020-03-28,Maharashtra,25,5,180,150
2020-03-28,Manipur,0,0,1,1
2020-03-28,Mizoram,0,0,1,1
2020-03-28,Odisha,0,0,3,3
2020-03-28,Puducherry,0,0,1,1
2020-03-28,Punjab,1,1,38,36
2020-03-28,Rajasthan,3,0,54,51
2020-03-28,Tamil Nadu,2,1,40,37
2020-03-28,Telangana,1,0,56,55
2020-03-28,Uttarakhand,0,0,5,5
2020-03-28,Uttar Pradesh,11,0,55,44
2020-03-28,West Bengal,0,1,15,14
2020-03-29,Andhra Pradesh,1,0,19,18
2020-03-29,Andaman and Nicobar Islands,0,0,9,9
2020-03-29,Bihar,0,1,11,10
2020-03-29,Chandigarh,0,0,8,8
2020-03-29,Chhattisgarh,0,0,7,7
2020-03-29,Delhi,6,2,49,41
2020-03-29,Goa,0,0,5,5
2020-03-29,Gujarat,1,5,58,52
2020-03-29,Haryana,17,0,33,16
2020-03-29,Himachal Pradesh,0,1,3,2
2020-03-29,Jammu and Kashmir,1,2,31,28
2020-03-29,Karnataka,5,3,76,68
2020-03-29,Kerala,15,1,182,166
2020-03-29,Ladakh,3,0,13,10
2020-03-29,Madhya Pradesh,0,2,30,28
2020-03-29,Maharashtra,25,6,186,155
2020-03-29,Manipur,0,0,1,1
2020-03-29,Mizoram,0,0,1,1
2020-03-29,Odisha,0,0,3,3
2020-03-29,Puducherry,0,0,1,1
2020-03-29,Punjab,1,1,38,36
2020-03-29,Rajasthan,3,0,55,52
2020-03-29,Tamil Nadu,4,1,49,44
2020-03-29,Telangana,1,1,66,64
2020-03-29,Uttarakhand,2,0,7,5
2020-03-29,Uttar Pradesh,11,0,65,54
2020-03-29,West Bengal,0,1,18,17
2020-03-30,Andhra Pradesh,1,0,23,22
2020-03-30,Andaman and Nicobar Islands,0,0,9,9
2020-03-30,Bihar,0,1,15,14
2020-03-30,Chandigarh,0,0,8,8
2020-03-30,Chhattisgarh,0,0,7,7
2020-03-30,Delhi,6,2,87,79
2020-03-30,Goa,0,0,5,5
2020-03-30,Gujarat,1,6,69,62
2020-03-30,Haryana,18,0,36,18
2020-03-30,Himachal Pradesh,0,1,3,2
2020-03-30,Jammu and Kashmir,2,2,48,44
2020-03-30,Karnataka,5,3,83,75
2020-03-30,Kerala,19,1,202,182
2020-03-30,Ladakh,3,0,13,10
2020-03-30,Madhya Pradesh,0,3,47,44
2020-03-30,Maharashtra,25,8,198,165
2020-03-30,Manipur,0,0,1,1
2020-03-30,Mizoram,0,0,1,1
2020-03-30,Odisha,0,0,3,3
2020-03-30,Puducherry,0,0,1,1
2020-03-30,Punjab,1,1,38,36
2020-03-30,Rajasthan,3,0,59,56
2020-03-30,Tamil Nadu,4,1,67,62
2020-03-30,Telangana,1,1,71,69
2020-03-30,Uttarakhand,2,0,7,5
2020-03-30,Uttar Pradesh,11,0,82,71
2020-03-30,West Bengal,0,1,22,21
2020-03-30,Unassigned,0,0,46,46
2020-03-31,Andhra Pradesh,1,0,40,39
2020-03-31,Andaman and Nicobar Islands,0,0,10,10
2020-03-31,Bihar,0,1,15,14
2020-03-31,Chandigarh,0,0,13,13
2020-03-31,Chhattisgarh,0,0,8,8
2020-03-31,Delhi,6,2,97,89
2020-03-31,Goa,0,0,5,5
2020-03-31,Gujarat,3,6,73,64
2020-03-31,Haryana,21,0,40,19
2020-03-31,Himachal Pradesh,0,1,3,2
2020-03-31,Jammu and Kashmir,2,2,54,50
2020-03-31,Karnataka,5,3,83,75
2020-03-31,Kerala,19,1,234,214
2020-03-31,Ladakh,3,0,13,10
2020-03-31,Madhya Pradesh,0,3,47,44
2020-03-31,Maharashtra,39,9,216,168
2020-03-31,Manipur,0,0,1,1
2020-03-31,Mizoram,0,0,1,1
2020-03-31,Odisha,0,0,3,3
2020-03-31,Puducherry,0,0,1,1
2020-03-31,Punjab,1,3,41,37
2020-03-31,Rajasthan,3,0,74,71
2020-03-31,Tamil Nadu,4,1,74,69
2020-03-31,Telangana,1,1,79,77
2020-03-31,Uttarakhand,2,0,7,5
2020-03-31,Uttar Pradesh,14,0,101,87
2020-03-31,West Bengal,0,2,26,24
2020-03-31,Unassigned,0,0,38,38
2020-04-01,Andhra Pradesh,1,0,83,82
2020-04-01,Andaman and Nicobar Islands,0,0,10,10
2020-04-01,Assam,0,0,1,1
2020-04-01,Bihar,0,1,23,22
2020-04-01,Chandigarh,0,0,16,16
2020-04-01,Chhattisgarh,2,0,9,7
2020-04-01,Delhi,6,2,152,144
2020-04-01,Goa,0,0,5,5
2020-04-01,Gujarat,5,6,82,71
2020-04-01,Haryana,21,0,43,22
2020-04-01,Himachal Pradesh,0,1,3,2
2020-04-01,Jammu and Kashmir,2,2,62,58
2020-04-01,Jharkhand,0,0,1,1
2020-04-01,Karnataka,8,3,101,90
2020-04-01,Kerala,23,2,241,216
2020-04-01,Ladakh,3,0,13,10
2020-04-01,Madhya Pradesh,0,3,66,63
2020-04-01,Maharashtra,39,9,302,254
2020-04-01,Manipur,0,0,1,1
2020-04-01,Mizoram,0,0,1,1
2020-04-01,Odisha,0,0,4,4
2020-04-01,Puducherry,1,0,3,2
2020-04-01,Punjab,1,3,42,38
2020-04-01,Rajasthan,3,0,93,90
2020-04-01,Tamil Nadu,6,1,234,227
2020-04-01,Telangana,1,3,96,92
2020-04-01,Uttarakhand,2,0,7,5
2020-04-01,Uttar Pradesh,14,2,103,87
2020-04-01,West Bengal,6,3,37,28
2020-04-02,Andhra Pradesh,1,1,86,84
2020-04-02,Andaman and Nicobar Islands,0,0,10,10
2020-04-02,Assam,0,0,5,5
2020-04-02,Bihar,0,1,24,23
2020-04-02,Chandigarh,0,0,16,16
2020-04-02,Chhattisgarh,2,0,9,7
2020-04-02,Delhi,8,4,219,207
2020-04-02,Goa,0,0,5,5
2020-04-02,Gujarat,8,7,87,72
2020-04-02,Haryana,21,0,43,22
2020-04-02,Himachal Pradesh,1,1,3,1
2020-04-02,Jammu and Kashmir,2,2,62,58
2020-04-02,Jharkhand,0,0,1,1
2020-04-02,Karnataka,9,3,110,98
2020-04-02,Kerala,25,2,265,238
2020-04-02,Ladakh,3,0,13,10
2020-04-02,Madhya Pradesh,0,6,99,93
2020-04-02,Maharashtra,42,13,335,280
2020-04-02,Manipur,0,0,1,1
2020-04-02,Mizoram,0,0,1,1
2020-04-02,Odisha,0,0,4,4
2020-04-02,Puducherry,1,0,3,2
2020-04-02,Punjab,1,4,46,41
2020-04-02,Rajasthan,3,0,108,105
2020-04-02,Tamil Nadu,6,1,234,227
2020-04-02,Telangana,1,3,107,103
2020-04-02,Uttarakhand,2,0,7,5
2020-04-02,Uttar Pradesh,14,2,113,97
2020-04-02,West Bengal,6,3,53,44
2020-04-03,Andhra Pradesh,1,1,132,130
2020-04-03,Andaman and Nicobar Islands,0,0,10,10
2020-04-03,Arunachal Pradesh,0,0,1,1
2020-04-03,Assam,0,0,16,16
2020-04-03,Bihar,0,1,29,28
2020-04-03,Chandigarh,0,0,18,18
2020-04-03,Chhattisgarh,3,0,9,6
2020-04-03,Delhi,8,4,219,207
2020-04-03,Goa,0,0,6,6
2020-04-03,Gujarat,10,8,95,77
2020-04-03,Haryana,24,0,49,25
2020-04-03,Himachal Pradesh,1,1,6,4
2020-04-03,Jammu and Kashmir,3,2,75,70
2020-04-03,Jharkhand,0,0,2,2
2020-04-03,Karnataka,10,3,124,111
2020-04-03,Kerala,27,2,286,257
2020-04-03,Ladakh,3,0,14,11
2020-04-03,Madhya Pradesh,0,6,104,98
2020-04-03,Maharashtra,42,16,335,277
2020-04-03,Manipur,0,0,2,2
2020-04-03,Mizoram,0,0,1,1
2020-04-03,Odisha,0,0,5,5
2020-04-03,Puducherry,1,0,5,4
2020-04-03,Punjab,1,5,48,42
2020-04-03,Rajasthan,3,0,167,164
2020-04-03,Tamil Nadu,6,1,309,302
2020-04-03,Telangana,1,7,158,150
2020-04-03,Uttarakhand,2,0,10,8
2020-04-03,Uttar Pradesh,14,2,172,156
2020-04-03,West Bengal,3,3,63,57
2020-04-03,Unassigned,0,0,77,77
2020-04-04,Andhra Pradesh,1,1,161,159
2020-04-04,Andaman and Nicobar Islands,0,0,10,10
2020-04-04,Arunachal Pradesh,0,0,1,1
2020-04-04,Assam,0,0,24,24
2020-04-04,Bihar,0,1,30,29
2020-04-04,Chandigarh,0,0,18,18
2020-04-04,Chhattisgarh,3,0,9,6
2020-04-04,Delhi,15,6,445,424
2020-04-04,Goa,0,0,7,7
2020-04-04,Gujarat,14,10,105,81
2020-04-04,Haryana,24,0,49,25
2020-04-04,Himachal Pradesh,1,1,6,4
2020-04-04,Jammu and Kashmir,3,2,75,70
2020-04-04,Jharkhand,0,0,2,2
2020-04-04,Karnataka,12,3,128,113
2020-04-04,Kerala,41,2,295,252
2020-04-04,Ladakh,3,0,14,11
2020-04-04,Madhya Pradesh,0,6,104,98
2020-04-04,Maharashtra,42,24,490,424
2020-04-04,Manipur,0,0,2,2
